Participant,Condition,Segment_ID,ROI,abs_power,relative_power
VJJ,Binaural,50,CPP,2.9985373450234413e-13,0.3678588579741677
VJJ,Binaural,51,Frontal,3.0265758923722306e-12,2.0510077233665096
VJJ,Binaural,51,Auditory,1.4380325451375324e-12,0.9745058314786632
VJJ,Binaural,51,Occipital_Visual,4.752127778698528e-13,0.3220355650456129
VJJ,Binaural,51,Gonzalez,1.6527834755399217e-12,1.1200352457469487
VJJ,Binaural,51,CPP,2.1351211481626543e-13,0.1446899110060774
VJJ,Binaural,52,Frontal,2.0001694658989397e-12,2.244935148032764
VJJ,Binaural,52,Auditory,6.986612546076731e-13,0.7841581594850126
VJJ,Binaural,52,Occipital_Visual,4.875110057512776e-13,0.5471689326943976
VJJ,Binaural,52,Gonzalez,1.0406965983117995e-12,1.1680492137391407
VJJ,Binaural,52,CPP,2.6701170584045423e-13,0.29968658836016215
VJJ,Binaural,53,Frontal,1.7559930319143472e-12,1.68228743015454
VJJ,Binaural,53,Auditory,1.1074471822789033e-12,1.0609634778999153
VJJ,Binaural,53,Occipital_Visual,4.924521445146087e-13,0.4717820843323157
VJJ,Binaural,53,Gonzalez,1.2783325309510919e-12,1.2246761287157308
VJJ,Binaural,53,CPP,3.3308508703855756e-13,0.3191042589081461
VJJ,Binaural,54,Frontal,1.4444991206127046e-12,2.1174712454844613
VJJ,Binaural,54,Auditory,6.125620095110757e-13,0.8979461618956931
VJJ,Binaural,54,Occipital_Visual,4.128893442569625e-13,0.6052487686252203
VJJ,Binaural,54,Gonzalez,7.273531685251444e-13,1.0662169313130014
VJJ,Binaural,54,CPP,2.5134581506178824e-13,0.3684443475745726
VJJ,Binaural,55,Frontal,1.6986367698236585e-12,1.9431737049423263
VJJ,Binaural,55,Auditory,1.04713408253154e-12,1.1978802360056249
VJJ,Binaural,55,Occipital_Visual,2.1207732277762228e-13,0.24260812220544584
VJJ,Binaural,55,Gonzalez,8.888719743194281e-13,1.016834604220297
VJJ,Binaural,55,CPP,2.397470404952362e-13,0.27426119180055764
VJJ,Binaural,56,Frontal,1.5827071597730537e-12,1.7627644143836536
